Time (s),Potential 1 (V),Potential 2 (V)
8.3,-0.002442002442,-0.017094017094
8.4,-0.00732600732601,-0.021978021978
8.5,-0.01221001221,-0.026862026862
8.6,-0.00732600732601,-0.021978021978
8.7,-0.00732600732601,-0.021978021978
8.8,-0.01221001221,-0.026862026862
8.9,-0.002442002442,-0.021978021978
9,-0.00732600732601,-0.026862026862
9.1,-0.01221001221,-0.026862026862
9.2,-0.00732600732601,-0.021978021978
9.3,-0.00732600732601,-0.026862026862
9.4,-0.01221001221,-0.017094017094
9.5,-0.00732600732601,-0.021978021978
9.6,-0.01221001221,-0.026862026862
9.7,-0.01221001221,-0.026862026862
9.8,-0.00732600732601,-0.021978021978
9.9,-0.00732600732601,-0.021978021978
10,-0.017094017094,-0.026862026862
10.1,-0.00732600732601,-0.017094017094
10.2,-0.00732600732601,-0.021978021978
10.3,-0.00732600732601,-0.021978021978
10.4,-0.00732600732601,-0.021978021978
10.5,-0.002442002442,-0.026862026862
10.6,-0.00732600732601,-0.026862026862
10.7,-0.002442002442,-0.021978021978
10.8,-0.00732600732601,-0.017094017094
10.9,-0.01221001221,-0.026862026862
11,-0.002442002442,-0.021978021978
11.1,-0.00732600732601,-0.017094017094
11.2,-0.002442002442,-0.026862026862
11.3,-0.002442002442,-0.021978021978
11.4,0.002442002442,-0.021978021978
11.5,-0.002442002442,-0.021978021978
11.6,0.002442002442,-0.021978021978
11.7,0.002442002442,-0.021978021978
11.8,-0.002442002442,-0.021978021978
11.9,-0.002442002442,-0.021978021978
12,-0.00732600732601,-0.026862026862
12.1,-0.002442002442,-0.021978021978
12.2,-0.002442002442,-0.026862026862
12.3,0.002442002442,-0.021978021978
12.4,0.026862026862,-0.021978021978
12.5,0.0757020757021,-0.017094017094
12.6,0.0659340659341,-0.026862026862
12.7,0.0757020757021,-0.026862026862
12.8,0.0757020757021,-0.021978021978
12.9,0.0757020757021,-0.017094017094
13,0.0708180708181,-0.026862026862
13.1,0.0757020757021,-0.026862026862
13.2,0.0757020757021,-0.021978021978
13.3,0.0708180708181,-0.021978021978
13.4,0.0708180708181,-0.021978021978
13.5,0.0708180708181,-0.026862026862
13.6,0.0757020757021,-0.021978021978
13.7,0.0708180708181,-0.026862026862
13.8,0.0757020757021,-0.021978021978
13.9,0.0708180708181,-0.021978021978
14,0.0708180708181,-0.026862026862
14.1,0.0757020757021,-0.026862026862
14.2,0.0708180708181,-0.026862026862
14.3,0.0708180708181,-0.021978021978
14.4,0.0805860805861,-0.021978021978
14.5,0.0708180708181,-0.026862026862
14.6,0.0659340659341,-0.031746031746
14.7,0.0708180708181,-0.031746031746
14.8,0.0708180708181,-0.026862026862
14.9,0.0757020757021,-0.021978021978
15,0.0708180708181,-0.021978021978
15.1,0.0757020757021,-0.026862026862
15.2,0.119658119658,-0.021978021978
15.3,0.114774114774,-0.026862026862
15.4,0.10989010989,-0.021978021978
15.5,0.114774114774,-0.021978021978
15.6,0.114774114774,-0.021978021978
15.7,0.10989010989,-0.021978021978
15.8,0.10989010989,-0.026862026862
15.9,0.114774114774,-0.021978021978
16,0.10989010989,-0.017094017094
16.1,0.105006105006,-0.021978021978
16.2,0.114774114774,-0.021978021978
16.3,0.119658119658,-0.021978021978
16.4,0.10989010989,-0.021978021978
16.5,0.114774114774,-0.021978021978
16.6,0.10989010989,-0.026862026862
16.7,0.114774114774,-0.026862026862
16.8,0.114774114774,-0.017094017094
16.9,0.10989010989,-0.021978021978
17,0.114774114774,-0.026862026862
17.1,0.114774114774,-0.026862026862
17.2,0.105006105006,-0.021978021978
17.3,0.114774114774,-0.021978021978
17.4,0.10989010989,-0.021978021978
17.5,0.10989010989,-0.026862026862
17.6,0.10989010989,-0.026862026862
17.7,0.114774114774,-0.021978021978
17.8,0.114774114774,-0.021978021978
17.9,0.119658119658,-0.021978021978
18,0.148962148962,-0.026862026862
18.1,0.153846153846,-0.026862026862
18.2,0.153846153846,-0.021978021978
18.3,0.153846153846,-0.021978021978
18.4,0.148962148962,-0.021978021978
18.5,0.15873015873,-0.026862026862
18.6,0.15873015873,-0.021978021978
18.7,0.148962148962,-0.021978021978
18.8,0.153846153846,-0.021978021978
18.9,0.15873015873,-0.017094017094
19,0.153846153846,-0.021978021978
19.1,0.15873015873,-0.021978021978
19.2,0.15873015873,-0.017094017094
19.3,0.153846153846,-0.021978021978
19.4,0.153846153846,-0.021978021978
19.5,0.153846153846,-0.026862026862
19.6,0.15873015873,-0.017094017094
19.7,0.153846153846,-0.021978021978
19.8,0.15873015873,-0.021978021978
19.9,0.148962148962,-0.026862026862
20,0.148962148962,-0.021978021978
20.1,0.153846153846,-0.026862026862
20.2,0.153846153846,-0.026862026862
20.3,0.153846153846,-0.021978021978
20.4,0.163614163614,-0.021978021978
20.5,0.20757020757,-0.021978021978
20.6,0.217338217338,-0.021978021978
20.7,0.217338217338,-0.026862026862
20.8,0.222222222222,-0.026862026862
20.9,0.227106227106,-0.021978021978
21,0.222222222222,-0.021978021978
21.1,0.222222222222,-0.026862026862
21.2,0.222222222222,-0.021978021978
21.3,0.222222222222,-0.021978021978
21.4,0.222222222222,-0.026862026862
21.5,0.227106227106,-0.017094017094
21.6,0.227106227106,-0.017094017094
21.7,0.222222222222,-0.026862026862
21.8,0.222222222222,-0.021978021978
21.9,0.222222222222,-0.021978021978
22,0.227106227106,-0.021978021978
22.1,0.222222222222,-0.021978021978
22.2,0.227106227106,-0.021978021978
22.3,0.227106227106,-0.026862026862
22.4,0.227106227106,-0.026862026862
22.5,0.266178266178,-0.026862026862
22.6,0.266178266178,-0.026862026862
22.7,0.271062271062,-0.026862026862
22.8,0.275946275946,-0.017094017094
22.9,0.266178266178,-0.026862026862
23,0.271062271062,-0.026862026862
23.1,0.275946275946,-0.021978021978
23.2,0.271062271062,-0.017094017094
23.3,0.266178266178,-0.017094017094
23.4,0.275946275946,-0.021978021978
23.5,0.271062271062,-0.021978021978
23.6,0.271062271062,-0.021978021978
23.7,0.271062271062,-0.026862026862
23.8,0.271062271062,-0.026862026862
23.9,0.271062271062,-0.017094017094
24,0.271062271062,-0.026862026862
24.1,0.266178266178,-0.021978021978
24.2,0.266178266178,-0.021978021978
24.3,0.271062271062,-0.026862026862
24.4,0.271062271062,-0.026862026862
24.5,0.266178266178,-0.021978021978
24.6,0.271062271062,-0.026862026862
24.7,0.266178266178,-0.026862026862
24.8,0.271062271062,-0.021978021978
24.9,0.266178266178,-0.021978021978
25,0.271062271062,-0.026862026862
25.1,0.266178266178,-0.017094017094
25.2,0.271062271062,-0.021978021978
25.3,0.271062271062,-0.021978021978
25.4,0.271062271062,-0.021978021978
25.5,0.275946275946,-0.017094017094
25.6,0.266178266178,-0.021978021978
25.7,0.271062271062,-0.021978021978
25.8,0.275946275946,-0.017094017094
25.9,0.266178266178,-0.026862026862
26,0.271062271062,-0.026862026862
26.1,0.271062271062,-0.021978021978
26.2,0.266178266178,-0.031746031746
26.3,0.275946275946,-0.021978021978
26.4,0.271062271062,-0.021978021978
26.5,0.285714285714,-0.026862026862
26.6,0.324786324786,-0.017094017094
26.7,0.324786324786,-0.026862026862
26.8,0.324786324786,-0.021978021978
26.9,0.319902319902,-0.026862026862
27,0.324786324786,-0.021978021978
27.1,0.324786324786,-0.021978021978
27.2,0.324786324786,-0.026862026862
27.3,0.324786324786,-0.021978021978
27.4,0.319902319902,-0.026862026862
27.5,0.324786324786,-0.021978021978
27.6,0.319902319902,-0.021978021978
27.7,0.324786324786,-0.026862026862
27.8,0.319902319902,-0.021978021978
27.9,0.324786324786,-0.021978021978
28,0.319902319902,-0.026862026862
28.1,0.319902319902,-0.021978021978
28.2,0.324786324786,-0.021978021978
28.3,0.324786324786,-0.026862026862
28.4,0.324786324786,-0.017094017094
28.5,0.324786324786,-0.026862026862
28.6,0.32967032967,-0.021978021978
28.7,0.319902319902,-0.026862026862
28.8,0.324786324786,-0.021978021978
28.9,0.319902319902,-0.026862026862
29,0.319902319902,-0.026862026862
29.1,0.324786324786,-0.021978021978
29.2,0.319902319902,-0.026862026862
29.3,0.32967032967,-0.017094017094
29.4,0.324786324786,-0.021978021978
29.5,0.324786324786,-0.021978021978
29.6,0.324786324786,-0.021978021978
29.7,0.324786324786,-0.021978021978
29.8,0.324786324786,-0.026862026862
29.9,0.334554334554,-0.021978021978
30,0.324786324786,-0.026862026862
30.1,0.319902319902,-0.031746031746
30.2,0.32967032967,-0.021978021978
30.3,0.32967032967,-0.017094017094
30.4,0.334554334554,-0.021978021978
30.5,0.358974358974,-0.021978021978
30.6,0.368742368742,-0.021978021978
30.7,0.363858363858,-0.021978021978
30.8,0.368742368742,-0.026862026862
30.9,0.373626373626,-0.026862026862
31,0.368742368742,-0.021978021978
31.1,0.363858363858,-0.026862026862
31.2,0.368742368742,-0.026862026862
31.3,0.368742368742,-0.026862026862
31.4,0.373626373626,-0.017094017094
31.5,0.363858363858,-0.026862026862
31.6,0.363858363858,-0.021978021978
31.7,0.368742368742,-0.021978021978
31.8,0.363858363858,-0.021978021978
31.9,0.368742368742,-0.026862026862
32,0.373626373626,-0.026862026862
32.1,0.363858363858,-0.026862026862
32.2,0.368742368742,-0.026862026862
32.3,0.373626373626,-0.017094017094
32.4,0.368742368742,-0.021978021978
32.5,0.363858363858,-0.021978021978
32.6,0.368742368742,-0.021978021978
32.7,0.368742368742,-0.026862026862
32.8,0.368742368742,-0.021978021978
32.9,0.368742368742,-0.021978021978
33,0.368742368742,-0.026862026862
33.1,0.373626373626,-0.026862026862
33.2,0.368742368742,-0.026862026862
33.3,0.373626373626,-0.021978021978
33.4,0.368742368742,-0.026862026862
33.5,0.368742368742,-0.026862026862
33.6,0.373626373626,-0.021978021978
33.7,0.373626373626,-0.021978021978
33.8,0.37851037851,-0.026862026862
33.9,0.388278388278,-0.021978021978
34,0.40293040293,-0.021978021978
34.1,0.422466422466,-0.026862026862
34.2,0.432234432234,-0.021978021978
34.3,0.42735042735,-0.021978021978
34.4,0.42735042735,-0.026862026862
34.5,0.442002442002,-0.021978021978
34.6,0.42735042735,-0.021978021978
34.7,0.42735042735,-0.026862026862
34.8,0.432234432234,-0.017094017094
34.9,0.42735042735,-0.026862026862
35,0.432234432234,-0.017094017094
35.1,0.432234432234,-0.017094017094
35.2,0.422466422466,-0.021978021978
35.3,0.432234432234,-0.026862026862
35.4,0.432234432234,-0.021978021978
35.5,0.432234432234,-0.021978021978
35.6,0.432234432234,-0.021978021978
35.7,0.437118437118,-0.021978021978
35.8,0.432234432234,-0.026862026862
35.9,0.42735042735,-0.021978021978
36,0.432234432234,-0.026862026862
36.1,0.432234432234,-0.021978021978
36.2,0.432234432234,-0.026862026862
36.3,0.432234432234,-0.021978021978
36.4,0.42735042735,-0.026862026862
36.5,0.432234432234,-0.017094017094
36.6,0.432234432234,-0.026862026862
36.7,0.42735042735,-0.026862026862
36.8,0.437118437118,-0.026862026862
36.9,0.432234432234,-0.021978021978
37,0.42735042735,-0.026862026862
37.1,0.432234432234,-0.021978021978
37.2,0.432234432234,-0.021978021978
37.3,0.432234432234,-0.026862026862
37.4,0.432234432234,-0.017094017094
37.5,0.437118437118,-0.021978021978
37.6,0.42735042735,-0.026862026862
37.7,0.432234432234,-0.017094017094
37.8,0.432234432234,-0.021978021978
37.9,0.42735042735,-0.026862026862
38,0.42735042735,-0.021978021978
38.1,0.432234432234,-0.017094017094
38.2,0.42735042735,-0.026862026862
38.3,0.432234432234,-0.021978021978
38.4,0.432234432234,-0.021978021978
38.5,0.42735042735,-0.026862026862
38.6,0.432234432234,-0.021978021978
38.7,0.437118437118,-0.017094017094
38.8,0.432234432234,-0.031746031746
38.9,0.432234432234,-0.021978021978
39,0.432234432234,-0.021978021978
39.1,0.42735042735,-0.026862026862
39.2,0.42735042735,-0.021978021978
39.3,0.432234432234,-0.021978021978
39.4,0.42735042735,-0.026862026862
39.5,0.42735042735,-0.021978021978
39.6,0.432234432234,-0.017094017094
39.7,0.42735042735,-0.026862026862
39.8,0.432234432234,-0.026862026862
39.9,0.437118437118,-0.026862026862
40,0.437118437118,-0.026862026862
40.1,0.437118437118,-0.021978021978
40.2,0.442002442002,-0.026862026862
40.3,0.442002442002,-0.021978021978
40.4,0.446886446886,-0.021978021978
40.5,0.442002442002,-0.021978021978
40.6,0.446886446886,-0.026862026862
40.7,0.442002442002,-0.017094017094
40.8,0.442002442002,-0.026862026862
40.9,0.442002442002,-0.026862026862
41,0.45177045177,-0.017094017094
41.1,0.442002442002,-0.021978021978
41.2,0.442002442002,-0.026862026862
41.3,0.446886446886,-0.026862026862
41.4,0.446886446886,-0.021978021978
41.5,0.442002442002,-0.026862026862
41.6,0.442002442002,-0.021978021978
41.7,0.446886446886,-0.021978021978
41.8,0.446886446886,-0.017094017094
41.9,0.442002442002,-0.021978021978
42,0.446886446886,-0.026862026862
42.1,0.442002442002,-0.026862026862
42.2,0.442002442002,-0.021978021978
42.3,0.446886446886,-0.021978021978
42.4,0.442002442002,-0.021978021978
42.5,0.442002442002,-0.026862026862
42.6,0.446886446886,-0.021978021978
42.7,0.446886446886,-0.017094017094
42.8,0.437118437118,-0.021978021978
42.9,0.446886446886,-0.021978021978
43,0.442002442002,-0.026862026862
43.1,0.446886446886,-0.026862026862
43.2,0.442002442002,-0.021978021978
43.3,0.442002442002,-0.026862026862
43.4,0.45177045177,-0.021978021978
43.5,0.446886446886,-0.021978021978
43.6,0.442002442002,-0.026862026862
43.7,0.446886446886,-0.021978021978
43.8,0.442002442002,-0.026862026862
43.9,0.446886446886,-0.026862026862
44,0.442002442002,-0.026862026862
44.1,0.446886446886,-0.021978021978
44.2,0.442002442002,-0.026862026862
44.3,0.442002442002,-0.021978021978
44.4,0.442002442002,-0.021978021978
44.5,0.456654456654,-0.026862026862
44.6,0.466422466422,-0.021978021978
44.7,0.461538461538,-0.026862026862
44.8,0.466422466422,-0.026862026862
44.9,0.466422466422,-0.021978021978
45,0.515262515263,-0.026862026862
45.1,0.525030525031,-0.031746031746
45.2,0.529914529915,-0.017094017094
45.3,0.525030525031,-0.026862026862
45.4,0.525030525031,-0.026862026862
45.5,0.529914529915,-0.021978021978
45.6,0.529914529915,-0.026862026862
45.7,0.525030525031,-0.026862026862
45.8,0.525030525031,-0.021978021978
45.9,0.529914529915,-0.026862026862
46,0.529914529915,-0.026862026862
46.1,0.529914529915,-0.021978021978
46.2,0.529914529915,-0.021978021978
46.3,0.525030525031,-0.026862026862
46.4,0.534798534799,-0.021978021978
46.5,0.534798534799,-0.021978021978
46.6,0.525030525031,-0.021978021978
46.7,0.529914529915,-0.021978021978
46.8,0.539682539683,-0.021978021978
46.9,0.525030525031,-0.026862026862
47,0.534798534799,-0.021978021978
47.1,0.534798534799,-0.021978021978
47.2,0.529914529915,-0.021978021978
47.3,0.529914529915,-0.021978021978
47.4,0.529914529915,-0.026862026862
47.5,0.534798534799,-0.026862026862
47.6,0.529914529915,-0.017094017094
47.7,0.529914529915,-0.026862026862
47.8,0.525030525031,-0.026862026862
47.9,0.534798534799,-0.017094017094
