"Run 1: Time (s)","Run 1: Potential (V)","Run 1: Potential 2 (V)"
20.8,-0.0854700854701,0.002442002442
21,-0.0805860805861,0.01221001221
21.2,-0.0854700854701,0.01221001221
21.4,-0.0903540903541,0.00732600732601
21.6,-0.0903540903541,0.01221001221
21.8,-0.0903540903541,0.01221001221
22,-0.0952380952381,0.002442002442
22.2,-0.0854700854701,0.01221001221
22.4,-0.0952380952381,0.00732600732601
22.6,-0.0903540903541,0.01221001221
22.8,-0.0903540903541,0.00732600732601
23,-0.0903540903541,0.002442002442
23.2,-0.0903540903541,0.00732600732601
23.4,-0.0952380952381,0.002442002442
23.6,-0.0854700854701,0.01221001221
23.8,-0.0952380952381,0.00732600732601
24,-0.0903540903541,0.00732600732601
24.2,-0.0903540903541,0.002442002442
24.4,-0.0903540903541,0.00732600732601
24.6,-0.0903540903541,0.002442002442
24.8,-0.0903540903541,0.002442002442
25,-0.0903540903541,0.00732600732601
25.2,-0.0952380952381,0.002442002442
25.4,-0.0854700854701,0.00732600732601
25.6,-0.100122100122,0.002442002442
25.8,-0.0903540903541,0.002442002442
26,-0.0903540903541,0.00732600732601
26.2,-0.0952380952381,-0.002442002442
26.4,-0.0903540903541,0.00732600732601
26.6,-0.0903540903541,0.00732600732601
26.8,-0.0952380952381,0.01221001221
27,-0.100122100122,0.00732600732601
27.2,-0.0903540903541,0.00732600732601
27.4,-0.0952380952381,-0.002442002442
27.6,-0.0952380952381,0.01221001221
27.8,-0.0952380952381,0.002442002442
28,-0.0952380952381,0.00732600732601
28.2,-0.0952380952381,0.002442002442
28.4,-0.0903540903541,0.002442002442
28.6,-0.100122100122,-0.00732600732601
28.8,-0.0952380952381,0.00732600732601
29,-0.100122100122,0.002442002442
29.2,-0.105006105006,0.00732600732601
29.4,-0.105006105006,0.002442002442
29.6,-0.100122100122,0.01221001221
29.8,-0.105006105006,0.002442002442
30,-0.105006105006,0.00732600732601
30.2,-0.100122100122,0.00732600732601
30.4,-0.105006105006,0.01221001221
30.6,-0.100122100122,0.00732600732601
30.8,-0.100122100122,0.00732600732601
31,-0.10989010989,0.002442002442
31.2,-0.100122100122,0.00732600732601
31.4,-0.105006105006,0.002442002442
31.6,-0.0952380952381,-0.002442002442
31.8,-0.0952380952381,0.002442002442
32,-0.0952380952381,0.002442002442
32.2,-0.0952380952381,0.002442002442
32.4,-0.0952380952381,-0.002442002442
32.6,-0.0952380952381,-0.002442002442
32.8,-0.100122100122,-0.002442002442
33,-0.100122100122,0.002442002442
33.2,-0.0903540903541,0.002442002442
33.4,-0.0952380952381,-0.01221001221
33.6,-0.100122100122,-0.002442002442
33.8,-0.0952380952381,0.002442002442
34,-0.100122100122,0.002442002442
34.2,-0.100122100122,-0.002442002442
34.4,-0.105006105006,-0.00732600732601
34.6,-0.100122100122,0.002442002442
34.8,-0.100122100122,-0.00732600732601
35,-0.0903540903541,0.002442002442
35.2,-0.0952380952381,0.002442002442
35.4,-0.100122100122,-0.00732600732601
35.6,-0.0952380952381,0.002442002442
35.8,-0.0952380952381,-0.00732600732601
36,-0.0952380952381,-0.00732600732601
36.2,-0.100122100122,-0.01221001221
36.4,-0.100122100122,-0.002442002442
36.6,-0.100122100122,-0.00732600732601
36.8,-0.100122100122,0.002442002442
37,-0.105006105006,-0.00732600732601
37.2,-0.105006105006,-0.002442002442
37.4,-0.100122100122,-0.00732600732601
37.6,-0.105006105006,-0.002442002442
37.8,-0.0952380952381,-0.00732600732601
38,-0.0952380952381,-0.002442002442
38.2,-0.105006105006,0.00732600732601
38.4,-0.100122100122,0.00732600732601
38.6,-0.100122100122,-0.01221001221
38.8,-0.100122100122,0.002442002442
39,-0.105006105006,-0.00732600732601
39.2,-0.10989010989,-0.01221001221
39.4,-0.105006105006,-0.017094017094
39.6,-0.105006105006,0.002442002442
39.8,-0.105006105006,-0.002442002442
40,-0.10989010989,-0.00732600732601
40.2,-0.105006105006,-0.002442002442
40.4,-0.105006105006,0.002442002442
40.6,-0.10989010989,-0.01221001221
40.8,-0.105006105006,-0.002442002442
41,-0.105006105006,-0.002442002442
41.2,-0.10989010989,0.002442002442
41.4,-0.105006105006,-0.002442002442
41.6,-0.105006105006,-0.002442002442
41.8,-0.114774114774,-0.00732600732601
42,-0.105006105006,0.002442002442
42.2,-0.10989010989,0.002442002442
42.4,-0.114774114774,-0.00732600732601
42.6,-0.10989010989,0.002442002442
42.8,-0.10989010989,0.00732600732601
43,-0.10989010989,0.002442002442
43.2,-0.10989010989,0.00732600732601
43.4,-0.114774114774,0.00732600732601
43.6,-0.114774114774,-0.002442002442
43.8,-0.10989010989,0.002442002442
44,-0.10989010989,0.00732600732601
44.2,-0.114774114774,-0.002442002442
44.4,-0.10989010989,0.002442002442
44.6,-0.10989010989,0.002442002442
44.8,-0.114774114774,0.002442002442
45,-0.114774114774,0.00732600732601
45.2,-0.114774114774,0.002442002442
45.4,-0.119658119658,-0.00732600732601
45.6,-0.114774114774,0.01221001221
45.8,-0.114774114774,0.002442002442
46,-0.124542124542,0.002442002442
46.2,-0.119658119658,0.00732600732601
46.4,-0.114774114774,0.01221001221
46.6,-0.124542124542,-0.002442002442
46.8,-0.119658119658,0.01221001221
47,-0.119658119658,0.00732600732601
47.2,-0.124542124542,-0.002442002442
47.4,-0.119658119658,0.002442002442
47.6,-0.119658119658,0.00732600732601
47.8,-0.124542124542,-0.002442002442
48,-0.114774114774,0.01221001221
48.2,-0.124542124542,0.01221001221
48.4,-0.129426129426,0.00732600732601
48.6,-0.119658119658,0.00732600732601
48.8,-0.124542124542,0.00732600732601
49,-0.129426129426,0.00732600732601
49.2,-0.124542124542,0.01221001221
49.4,-0.129426129426,0.00732600732601
49.6,-0.13431013431,-0.002442002442
49.8,-0.129426129426,0.01221001221
50,-0.13431013431,0.01221001221
50.2,-0.129426129426,0.002442002442
50.4,-0.129426129426,0.002442002442
50.6,-0.129426129426,0.00732600732601
50.8,-0.13431013431,-0.00732600732601
51,-0.129426129426,0.01221001221
51.2,-0.139194139194,0.00732600732601
51.4,-0.139194139194,-0.002442002442
51.6,-0.13431013431,0.00732600732601
51.8,-0.13431013431,0.01221001221
52,-0.144078144078,0.00732600732601
52.2,-0.13431013431,0.01221001221
52.4,-0.139194139194,0.00732600732601
52.6,-0.139194139194,0.00732600732601
52.8,-0.144078144078,0.01221001221
53,-0.144078144078,0.00732600732601
53.2,-0.153846153846,-0.002442002442
53.4,-0.148962148962,0.01221001221
53.6,-0.148962148962,0.00732600732601
53.8,-0.148962148962,0.002442002442
54,-0.144078144078,0.017094017094
54.2,-0.144078144078,0.01221001221
54.4,-0.153846153846,0.01221001221
54.6,-0.153846153846,0.00732600732601
54.8,-0.153846153846,0.01221001221
55,-0.148962148962,0.021978021978
55.2,-0.153846153846,0.01221001221
55.4,-0.153846153846,0.00732600732601
55.6,-0.15873015873,0.01221001221
55.8,-0.153846153846,0.021978021978
56,-0.153846153846,0.01221001221
56.2,-0.153846153846,0.01221001221
56.4,-0.153846153846,0.021978021978
56.6,-0.153846153846,0.021978021978
56.8,-0.15873015873,0.01221001221
57,-0.163614163614,0.017094017094
57.2,-0.15873015873,0.01221001221
57.4,-0.163614163614,0.00732600732601
57.6,-0.15873015873,0.00732600732601
57.8,-0.15873015873,0.01221001221
58,-0.163614163614,0.017094017094
58.2,-0.163614163614,-0.002442002442
58.4,-0.15873015873,0.017094017094
58.6,-0.163614163614,0.017094017094
58.8,-0.15873015873,0.01221001221
59,-0.15873015873,0.017094017094
59.2,-0.168498168498,0.00732600732601
59.4,-0.163614163614,0.002442002442
59.6,-0.163614163614,0.00732600732601
59.8,-0.168498168498,0.01221001221
60,-0.163614163614,0.01221001221
60.2,-0.163614163614,0.00732600732601
60.4,-0.168498168498,0.00732600732601
60.6,-0.163614163614,0.01221001221
60.8,-0.168498168498,0.01221001221
61,-0.173382173382,0.00732600732601
61.2,-0.163614163614,0.017094017094
61.4,-0.163614163614,0.021978021978
61.6,-0.168498168498,0.01221001221
61.8,-0.168498168498,0.00732600732601
62,-0.168498168498,0.017094017094
62.2,-0.168498168498,0.00732600732601
62.4,-0.163614163614,0.017094017094
62.6,-0.168498168498,0.017094017094
62.8,-0.173382173382,0.00732600732601
63,-0.168498168498,0.002442002442
63.2,-0.173382173382,0.002442002442
63.4,-0.168498168498,0.00732600732601
63.6,-0.168498168498,0.017094017094
63.8,-0.168498168498,0.021978021978
64,-0.173382173382,0.00732600732601
64.2,-0.168498168498,-0.00732600732601
64.4,-0.173382173382,0.00732600732601
64.6,-0.173382173382,0.00732600732601
64.8,-0.163614163614,0.017094017094
65,-0.168498168498,0.002442002442
65.2,-0.173382173382,0.002442002442
65.4,-0.173382173382,0.01221001221
65.6,-0.173382173382,0.00732600732601
65.8,-0.173382173382,0.002442002442
66,-0.168498168498,0.00732600732601
66.2,-0.173382173382,0.002442002442
66.4,-0.173382173382,0.01221001221
66.6,-0.178266178266,0.00732600732601
66.8,-0.173382173382,0.00732600732601
67,-0.178266178266,0.00732600732601
67.2,-0.173382173382,0.00732600732601
67.4,-0.173382173382,0.002442002442
67.6,-0.178266178266,0.00732600732601
67.8,-0.173382173382,0.017094017094
68,-0.178266178266,0.01221001221
68.2,-0.18315018315,-0.002442002442
68.4,-0.178266178266,0.002442002442
68.6,-0.173382173382,0.00732600732601
68.8,-0.178266178266,0.00732600732601
69,-0.18315018315,-0.00732600732601
69.2,-0.173382173382,0.00732600732601
69.4,-0.18315018315,0.002442002442
69.6,-0.18315018315,0.002442002442
69.8,-0.18315018315,0.002442002442
70,-0.178266178266,0.00732600732601
70.2,-0.18315018315,0.002442002442
70.4,-0.178266178266,0.01221001221
70.6,-0.18315018315,0.002442002442
70.8,-0.18315018315,0.017094017094
71,-0.188034188034,0.01221001221
71.2,-0.18315018315,0.002442002442
71.4,-0.178266178266,0.01221001221
71.6,-0.18315018315,0.00732600732601
71.8,-0.18315018315,0.002442002442
72,-0.178266178266,-0.002442002442
72.2,-0.18315018315,0.017094017094
72.4,-0.18315018315,0.01221001221
72.6,-0.188034188034,0.01221001221
72.8,-0.18315018315,0.017094017094
73,-0.188034188034,0.00732600732601
73.2,-0.18315018315,0.01221001221
73.4,-0.18315018315,0.021978021978
73.6,-0.192918192918,0.00732600732601
73.8,-0.188034188034,0.00732600732601
74,-0.18315018315,0.01221001221
74.2,-0.192918192918,0.01221001221
74.4,-0.188034188034,0.01221001221
74.6,-0.188034188034,-0.002442002442
74.8,-0.188034188034,0.00732600732601
75,-0.192918192918,0.00732600732601
75.2,-0.18315018315,0.00732600732601
75.4,-0.197802197802,0.00732600732601
75.6,-0.18315018315,0.01221001221
75.8,-0.18315018315,0.01221001221
76,-0.188034188034,0.00732600732601
76.2,-0.18315018315,0.002442002442
76.4,-0.188034188034,0.00732600732601
76.6,-0.192918192918,0.01221001221
76.8,-0.192918192918,0.01221001221
77,-0.188034188034,0.00732600732601
77.2,-0.188034188034,-0.002442002442
77.4,-0.188034188034,0.01221001221
77.6,-0.192918192918,0.01221001221
77.8,-0.197802197802,0.00732600732601
78,-0.192918192918,-0.002442002442
78.2,-0.192918192918,0.002442002442
78.4,-0.192918192918,0.002442002442
78.6,-0.192918192918,0.00732600732601
78.8,-0.192918192918,-0.002442002442
79,-0.197802197802,0.00732600732601
79.2,-0.202686202686,0.00732600732601
79.4,-0.202686202686,0.00732600732601
79.6,-0.20757020757,-0.002442002442
79.8,-0.202686202686,0.00732600732601
80,-0.202686202686,0.00732600732601
80.2,-0.202686202686,0.002442002442
80.4,-0.20757020757,0.01221001221
80.6,-0.20757020757,0.00732600732601
80.8,-0.202686202686,0.01221001221
81,-0.202686202686,0.002442002442
81.2,-0.20757020757,0.00732600732601
81.4,-0.20757020757,0.00732600732601
81.6,-0.20757020757,0.00732600732601
81.8,-0.20757020757,0.01221001221
82,-0.212454212454,0.002442002442
82.2,-0.212454212454,0.01221001221
82.4,-0.217338217338,0.00732600732601
82.6,-0.217338217338,0.01221001221
82.8,-0.222222222222,0.01221001221
83,-0.222222222222,0.017094017094
83.2,-0.222222222222,0.021978021978
83.4,-0.222222222222,0.021978021978
83.6,-0.227106227106,0.017094017094
83.8,-0.236874236874,0.017094017094
84,-0.227106227106,0.017094017094
84.2,-0.23199023199,0.017094017094
84.4,-0.23199023199,0.021978021978
84.6,-0.236874236874,0.021978021978
84.8,-0.236874236874,0.021978021978
85,-0.241758241758,0.01221001221
85.2,-0.246642246642,0.031746031746
85.4,-0.246642246642,0.021978021978
85.6,-0.25641025641,0.00732600732601
85.8,-0.251526251526,0.01221001221
86,-0.251526251526,0.031746031746
86.2,-0.25641025641,0.031746031746
86.4,-0.251526251526,0.041514041514
86.6,-0.25641025641,0.041514041514
86.8,-0.266178266178,0.031746031746
87,-0.266178266178,0.041514041514
87.2,-0.271062271062,0.041514041514
87.4,-0.271062271062,0.041514041514
87.6,-0.266178266178,0.041514041514
87.8,-0.28083028083,0.021978021978
88,-0.28083028083,0.031746031746
88.2,-0.275946275946,0.046398046398
88.4,-0.28083028083,0.0512820512821
88.6,-0.28083028083,0.041514041514
88.8,-0.290598290598,0.046398046398
89,-0.290598290598,0.0512820512821
89.2,-0.295482295482,0.0512820512821
89.4,-0.295482295482,0.0561660561661
89.6,-0.300366300366,0.0512820512821
89.8,-0.300366300366,0.0512820512821
90,-0.295482295482,0.0512820512821
90.2,-0.310134310134,0.0659340659341
90.4,-0.315018315018,0.0659340659341
90.6,-0.315018315018,0.0659340659341
90.8,-0.319902319902,0.0757020757021
91,-0.315018315018,0.0805860805861
91.2,-0.319902319902,0.0757020757021
91.4,-0.315018315018,0.0757020757021
91.6,-0.324786324786,0.0708180708181
91.8,-0.319902319902,0.0757020757021
92,-0.324786324786,0.0805860805861
92.2,-0.324786324786,0.0757020757021
92.4,-0.324786324786,0.0854700854701
92.6,-0.324786324786,0.0903540903541
92.8,-0.32967032967,0.0805860805861
93,-0.324786324786,0.0708180708181
93.2,-0.32967032967,0.0854700854701
93.4,-0.32967032967,0.0757020757021
93.6,-0.32967032967,0.0854700854701
93.8,-0.324786324786,0.0757020757021
94,-0.334554334554,0.0854700854701
94.2,-0.324786324786,0.0903540903541
94.4,-0.32967032967,0.0854700854701
94.6,-0.32967032967,0.0757020757021
94.8,-0.334554334554,0.0757020757021
95,-0.32967032967,0.0854700854701
95.2,-0.32967032967,0.0952380952381
95.4,-0.32967032967,0.0903540903541
95.6,-0.334554334554,0.0854700854701
95.8,-0.334554334554,0.0854700854701
96,-0.334554334554,0.0903540903541
96.2,-0.339438339438,0.0903540903541
96.4,-0.339438339438,0.0854700854701
96.6,-0.339438339438,0.100122100122
96.8,-0.344322344322,0.105006105006
97,-0.339438339438,0.0903540903541
97.2,-0.339438339438,0.0952380952381
97.4,-0.339438339438,0.105006105006
97.6,-0.349206349206,0.105006105006
97.8,-0.349206349206,0.100122100122
98,-0.344322344322,0.0952380952381
98.2,-0.35409035409,0.0854700854701
98.4,-0.344322344322,0.0903540903541
98.6,-0.349206349206,0.0903540903541
98.8,-0.35409035409,0.0805860805861
99,-0.349206349206,0.0805860805861
99.2,-0.349206349206,0.0903540903541
99.4,-0.344322344322,0.0854700854701
99.6,-0.344322344322,0.0903540903541
99.8,-0.344322344322,0.0952380952381
100,-0.35409035409,0.0854700854701
100.2,-0.349206349206,0.0903540903541
100.4,-0.349206349206,0.105006105006
100.6,-0.35409035409,0.100122100122
100.8,-0.35409035409,0.100122100122
101,-0.349206349206,0.105006105006
101.2,-0.349206349206,0.100122100122
101.4,-0.349206349206,0.100122100122
101.6,-0.349206349206,0.10989010989
101.8,-0.35409035409,0.105006105006
102,-0.358974358974,0.100122100122
102.2,-0.35409035409,0.114774114774
102.4,-0.358974358974,0.114774114774
102.6,-0.358974358974,0.105006105006
102.8,-0.358974358974,0.105006105006
103,-0.35409035409,0.0952380952381
103.2,-0.358974358974,0.0903540903541
103.4,-0.358974358974,0.105006105006
103.6,-0.35409035409,0.10989010989
103.8,-0.35409035409,0.10989010989
104,-0.358974358974,0.105006105006
104.2,-0.363858363858,0.10989010989
104.4,-0.363858363858,0.105006105006
104.6,-0.358974358974,0.10989010989
104.8,-0.358974358974,0.10989010989
105,-0.358974358974,0.105006105006
105.2,-0.35409035409,0.105006105006
105.4,-0.35409035409,0.105006105006
105.6,-0.349206349206,0.100122100122
105.8,-0.349206349206,0.100122100122
106,-0.358974358974,0.105006105006
106.2,-0.35409035409,0.114774114774
106.4,-0.363858363858,0.105006105006
106.6,-0.363858363858,0.105006105006
106.8,-0.358974358974,0.119658119658
107,-0.363858363858,0.100122100122
107.2,-0.363858363858,0.10989010989
107.4,-0.358974358974,0.119658119658
107.6,-0.358974358974,0.119658119658
107.8,-0.363858363858,0.100122100122
108,-0.35409035409,0.10989010989
108.2,-0.358974358974,0.100122100122
108.4,-0.358974358974,0.105006105006
108.6,-0.363858363858,0.10989010989
108.8,-0.358974358974,0.114774114774
109,-0.358974358974,0.105006105006
109.2,-0.358974358974,0.114774114774
109.4,-0.358974358974,0.114774114774
109.6,-0.363858363858,0.10989010989
109.8,-0.363858363858,0.100122100122
110,-0.363858363858,0.105006105006
110.2,-0.368742368742,0.105006105006
110.4,-0.363858363858,0.124542124542
110.6,-0.358974358974,0.124542124542
110.8,-0.368742368742,0.119658119658
111,-0.363858363858,0.10989010989
111.2,-0.363858363858,0.10989010989
111.4,-0.368742368742,0.0952380952381
111.6,-0.368742368742,0.0903540903541
111.8,-0.368742368742,0.105006105006
112,-0.368742368742,0.100122100122
112.2,-0.363858363858,0.119658119658
112.4,-0.363858363858,0.119658119658
112.6,-0.368742368742,0.0952380952381
112.8,-0.368742368742,0.105006105006
113,-0.368742368742,0.119658119658
113.2,-0.368742368742,0.124542124542
113.4,-0.363858363858,0.119658119658
113.6,-0.368742368742,0.105006105006
113.8,-0.373626373626,0.100122100122
114,-0.373626373626,0.105006105006
114.2,-0.368742368742,0.100122100122
114.4,-0.368742368742,0.10989010989
114.6,-0.368742368742,0.119658119658
114.8,-0.373626373626,0.114774114774
115,-0.37851037851,0.10989010989
115.2,-0.373626373626,0.119658119658
115.4,-0.373626373626,0.129426129426
115.6,-0.373626373626,0.119658119658
115.8,-0.37851037851,0.129426129426
116,-0.383394383394,0.124542124542
116.2,-0.383394383394,0.129426129426
116.4,-0.388278388278,0.13431013431
116.6,-0.383394383394,0.124542124542
116.8,-0.388278388278,0.129426129426
117,-0.383394383394,0.129426129426
117.2,-0.383394383394,0.119658119658
117.4,-0.388278388278,0.119658119658
117.6,-0.383394383394,0.129426129426
117.8,-0.383394383394,0.13431013431
118,-0.393162393162,0.124542124542
118.2,-0.383394383394,0.129426129426
118.4,-0.388278388278,0.13431013431
118.6,-0.388278388278,0.13431013431
118.8,-0.383394383394,0.139194139194
119,-0.383394383394,0.129426129426
119.2,-0.393162393162,0.124542124542
119.4,-0.388278388278,0.119658119658
119.6,-0.388278388278,0.129426129426
119.8,-0.393162393162,0.124542124542
120,-0.393162393162,0.129426129426
120.2,-0.393162393162,0.13431013431
120.4,-0.388278388278,0.144078144078
120.6,-0.388278388278,0.144078144078
120.8,-0.398046398046,0.13431013431
121,-0.398046398046,0.129426129426
121.2,-0.393162393162,0.129426129426
121.4,-0.393162393162,0.13431013431
121.6,-0.388278388278,0.13431013431
121.8,-0.40293040293,0.13431013431
122,-0.393162393162,0.144078144078
122.2,-0.398046398046,0.129426129426
122.4,-0.40293040293,0.124542124542
122.6,-0.398046398046,0.13431013431
122.8,-0.398046398046,0.129426129426
123,-0.398046398046,0.129426129426
123.2,-0.398046398046,0.139194139194
123.4,-0.407814407814,0.129426129426
123.6,-0.40293040293,0.119658119658
123.8,-0.40293040293,0.124542124542
124,-0.398046398046,0.139194139194
124.2,-0.398046398046,0.124542124542
124.4,-0.398046398046,0.13431013431
124.6,-0.407814407814,0.13431013431
124.8,-0.40293040293,0.13431013431
125,-0.407814407814,0.13431013431
125.2,-0.407814407814,0.13431013431
125.4,-0.407814407814,0.139194139194
125.6,-0.40293040293,0.144078144078
125.8,-0.407814407814,0.139194139194
126,-0.407814407814,0.139194139194
126.2,-0.40293040293,0.139194139194
126.4,-0.40293040293,0.139194139194
126.6,-0.40293040293,0.144078144078
126.8,-0.407814407814,0.129426129426
127,-0.407814407814,0.139194139194
127.2,-0.407814407814,0.144078144078
127.4,-0.407814407814,0.139194139194
127.6,-0.412698412698,0.144078144078
127.8,-0.407814407814,0.139194139194
128,-0.407814407814,0.13431013431
128.2,-0.412698412698,0.13431013431
128.4,-0.412698412698,0.124542124542
128.6,-0.412698412698,0.119658119658
128.8,-0.417582417582,0.129426129426
129,-0.407814407814,0.119658119658
129.2,-0.407814407814,0.129426129426
129.4,-0.407814407814,0.124542124542
129.6,-0.412698412698,0.124542124542
129.8,-0.412698412698,0.114774114774
130,-0.412698412698,0.10989010989
130.2,-0.412698412698,0.119658119658
130.4,-0.412698412698,0.129426129426
130.6,-0.412698412698,0.119658119658
130.8,-0.412698412698,0.119658119658
131,-0.412698412698,0.10989010989
131.2,-0.417582417582,0.124542124542
131.4,-0.407814407814,0.114774114774
131.6,-0.412698412698,0.129426129426
131.8,-0.412698412698,0.124542124542
132,-0.407814407814,0.114774114774
132.2,-0.412698412698,0.129426129426
132.4,-0.417582417582,0.139194139194
132.6,-0.412698412698,0.139194139194
132.8,-0.412698412698,0.114774114774
133,-0.422466422466,0.100122100122
133.2,-0.407814407814,0.124542124542
133.4,-0.412698412698,0.119658119658
133.6,-0.417582417582,0.129426129426
133.8,-0.417582417582,0.119658119658
134,-0.412698412698,0.129426129426
134.2,-0.412698412698,0.124542124542
134.4,-0.412698412698,0.114774114774
134.6,-0.412698412698,0.10989010989
134.8,-0.422466422466,0.119658119658
135,-0.417582417582,0.124542124542
135.2,-0.412698412698,0.119658119658
135.4,-0.417582417582,0.119658119658
135.6,-0.412698412698,0.13431013431
135.8,-0.417582417582,0.13431013431
136,-0.417582417582,0.129426129426
136.2,-0.417582417582,0.13431013431
136.4,-0.417582417582,0.13431013431
136.6,-0.422466422466,0.144078144078
136.8,-0.417582417582,0.139194139194
137,-0.417582417582,0.144078144078
137.2,-0.42735042735,0.124542124542
137.4,-0.422466422466,0.129426129426
137.6,-0.417582417582,0.144078144078
137.8,-0.422466422466,0.124542124542
138,-0.417582417582,0.129426129426
138.2,-0.417582417582,0.13431013431
138.4,-0.422466422466,0.13431013431
138.6,-0.42735042735,0.139194139194
138.8,-0.42735042735,0.144078144078
139,-0.42735042735,0.139194139194
139.2,-0.422466422466,0.148962148962
139.4,-0.42735042735,0.153846153846
139.6,-0.42735042735,0.144078144078
139.8,-0.422466422466,0.148962148962
140,-0.42735042735,0.13431013431
140.2,-0.432234432234,0.144078144078
140.4,-0.42735042735,0.13431013431
140.6,-0.42735042735,0.148962148962
140.8,-0.432234432234,0.139194139194
141,-0.432234432234,0.139194139194
141.2,-0.42735042735,0.148962148962
141.4,-0.432234432234,0.124542124542
141.6,-0.437118437118,0.144078144078
141.8,-0.432234432234,0.148962148962
142,-0.437118437118,0.148962148962
142.2,-0.432234432234,0.148962148962
142.4,-0.437118437118,0.144078144078
142.6,-0.437118437118,0.139194139194
142.8,-0.437118437118,0.13431013431
143,-0.437118437118,0.144078144078
143.2,-0.442002442002,0.139194139194
143.4,-0.437118437118,0.129426129426
143.6,-0.437118437118,0.139194139194
143.8,-0.442002442002,0.139194139194
144,-0.446886446886,0.144078144078
144.2,-0.442002442002,0.139194139194
144.4,-0.442002442002,0.139194139194
144.6,-0.442002442002,0.144078144078
144.8,-0.442002442002,0.129426129426
145,-0.45177045177,0.13431013431
